İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat
27476675,27 Aralık 2024,Opel,Vectra,2.0 GLS,1991,324.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1998 cc,115 hp,Önden Çekiş,İkinci El,,,Tamamı boyalı,Takasa Uygun Değil,Galeriden,185.000 TL
27476624,27 Aralık 2024,Toyota,Corolla,1.4 D-4D Comfort Extra,2011,188.000 km,Otomatik,Dizel,Sedan,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,695.000 TL
27476280,27 Aralık 2024,Audi,A5,A5 Sportback 1.4 TFSI,2017,150.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395 cc,150 hp,Önden Çekiş,İkinci El,"5,5 lt",54 lt,Belirtilmemiş,Takasa Uygun,Galeriden,2.300.000 TL
27476125,27 Aralık 2024,Mercedes - Benz,C,C 200 AMG,2022,56.500 km,Otomatik,Benzin,Sedan,Siyah,1497 cc,184 hp,4WD (Sürekli),İkinci El,"6,7 lt",41 lt,Tamamı orjinal,Takasa Uygun,Galeriden,3.200.000 TL
27475971,27 Aralık 2024,Renault,Megane,1.6 Dynamique,2005,300.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,9 lt",60 lt,2 boyalı,Takasa Uygun,Galeriden,395.000 TL
27475805,27 Aralık 2024,Volkswagen,Jetta,1.6 TDi Trendline,2014,205.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,743.750 TL
27475786,27 Aralık 2024,Volkswagen,Polo,1.4 TDi Comfortline,2014,103.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (titanyum),1422 cc,90 hp,Önden Çekiş,İkinci El,"3,5 lt",45 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,809.000 TL
27475645,27 Aralık 2024,Citroen,C-Elysee,1.5 BlueHDi Feel,2022,23.500 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,820.000 TL
27475658,27 Aralık 2024,Renault,Clio,1.5 dCi Icon,2014,125.553 km,Yarı Otomatik,Dizel,Station wagon,Kahverengi,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,630.000 TL
27475618,27 Aralık 2024,Tofaş,Şahin,1.6,1992,100.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,601 HP ve üzeri,Arkadan İtiş,İkinci El,,52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,134.999 TL
27475522,27 Aralık 2024,Opel,Vectra,2.0 GL,1993,320.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1998 cc,115 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,224.999 TL
27475448,27 Aralık 2024,Hyundai,Sonata,2.0 CRDi H-Matic,2007,236.000 km,Otomatik,Dizel,Sedan,Siyah,1991 cc,140 hp,Önden Çekiş,İkinci El,"7,3 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,375.000 TL
27475419,27 Aralık 2024,Renault,Grand Scenic,1.5 dCi Privilege,2011,288.000 km,Düz,Dizel,MPV,Gri,1461 cc,105 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,7 boyalı,Takasa Uygun Değil,Galeriden,460.000 TL
27475249,27 Aralık 2024,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2012,231.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 9 boyalı",Takasa Uygun Değil,Galeriden,699.000 TL
27475207,27 Aralık 2024,Audi,A4,A4 Sedan 2.0 TDI,2015,271.000 km,Otomatik,Dizel,Sedan,Siyah,1968 cc,150 hp,Önden Çekiş,İkinci El,"4,6 lt",63 lt,Belirtilmemiş,,Sahibinden,1.280.000 TL
27475185,27 Aralık 2024,BMW,3 Serisi,318i Prestige,2017,250.000 km,Otomatik,Benzin,Sedan,Füme,1499 cc,136 hp,Arkadan İtiş,İkinci El,5 lt,60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.550.000 TL
27340379,27 Aralık 2024,Ford,Focus,1.6 TDCi Trend X,2010,285.000 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun,Galeriden,475.000 TL
27340377,27 Aralık 2024,Hyundai,Accent Blue,1.6 CRDI Mode,2016,200.000 km,Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,İkinci El,"5,6 lt",43 lt,4 boyalı,Takasa Uygun Değil,Galeriden,635.000 TL
27341146,27 Aralık 2024,Fiat,Linea,1.3 Multijet Easy,2014,124.300 km,Düz,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,497.000 TL
27339855,27 Aralık 2024,Volkswagen,EOS,2.0 TDI Highline,2008,102.900 km,Düz,Dizel,-,Siyah,1968 cc,140 hp,Önden Çekiş,İkinci El,6 lt,55 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,675.000 TL
27201696,27 Aralık 2024,Honda,Civic,1.6 i-VTEC ES,2005,244.000 km,Düz,LPG & Benzin,Sedan,Bej,1590 cc,110 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,460.000 TL
27340746,27 Aralık 2024,Ford,C-Max,1.6 TDCi Titanium,2015,125.000 km,Düz,Dizel,MPV,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,925.000 TL
27339593,27 Aralık 2024,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2018,119.000 km,Otomatik,Benzin,Sedan,Mavi,1400 cc,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,1.320.000 TL
27201076,27 Aralık 2024,Opel,Astra,1.6 Enjoy Plus,2009,230.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1598 cc,115 hp,Önden Çekiş,İkinci El,"6,8 lt",52 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,409.000 TL
27337600,27 Aralık 2024,Renault,Clio,1.2 Extreme,2008,138.000 km,Yarı Otomatik,Benzin,Hatchback/5,Bej,1149 cc,80 hp,Önden Çekiş,İkinci El,"5,6 lt",55 lt,"4 değişen, 9 boyalı",Takasa Uygun Değil,Galeriden,365.000 TL
27473958,26 Aralık 2024,Renault,Megane,1.2 TCe Touchrome,2019,179.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1198 cc,130 hp,Önden Çekiş,İkinci El,"5,4 lt",47 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,839.750 TL
27473865,26 Aralık 2024,Renault,Megane E-Tech,Iconic,2024,7.000 km,Otomatik,Elektrik,,Gri,,220 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Galeriden,1.350.000 TL
27473503,26 Aralık 2024,Ford,Focus,1.5 TDCi Titanium,2020,111.000 km,Otomatik,Dizel,Station wagon,Beyaz,1500 cc,120 hp,Önden Çekiş,İkinci El,"4,3 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.189.000 TL
27472258,26 Aralık 2024,Volkswagen,Passat,1.8 T Comfortline,2001,329.000 km,Düz,LPG & Benzin,Sedan,Mavi,1601 - 1800 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,455.000 TL
26670897,26 Aralık 2024,Peugeot,308,1.6 HDi Premium,2009,249.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1560 cc,112 hp,Önden Çekiş,İkinci El,"4,7 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,479.000 TL
27469911,26 Aralık 2024,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,2012,175.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,170 hp,Önden Çekiş,İkinci El,"5,8 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,750.000 TL
27051492,26 Aralık 2024,Volkswagen,Passat,1.5 TSi Business,2021,53.900 km,Yarı Otomatik,Benzin,Sedan,Füme,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,3 lt",66 lt,2 boyalı,Takasa Uygun Değil,Galeriden,1.635.000 TL
27469683,26 Aralık 2024,BMW,1 Serisi,116i Comfort,2011,122.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri,1596 cc,116 hp,Arkadan İtiş,İkinci El,"7,5 lt",53 lt,3 boyalı,Takasa Uygun Değil,Galeriden,739.900 TL
27469641,26 Aralık 2024,Chevrolet,Cruze,1.6 LS,2010,183.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1598 cc,113 hp,Önden Çekiş,İkinci El,"7,8 lt",60 lt,5 boyalı,Takasa Uygun Değil,Galeriden,469.900 TL
27469404,26 Aralık 2024,Renault,Laguna,1.6 Privilege,2007,290.000 km,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1598 cc,115 hp,Önden Çekiş,İkinci El,"7,4 lt",68 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,339.000 TL
27468780,26 Aralık 2024,Toyota,Corolla,1.6 Comfort Extra,2009,209.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,-,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,700.000 TL
27468866,26 Aralık 2024,Tofaş,Şahin,1.6,1997,123.456 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,İkinci El,,52 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,155.000 TL
27377049,26 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,96.000 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,7 boyalı,Takasa Uygun,Galeriden,1.148.000 TL
27461516,26 Aralık 2024,Renault,Fluence,1.5 dCi Touch,2015,180.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,"3 değişen, 6 boyalı",,Sahibinden,565.000 TL
27468527,26 Aralık 2024,Renault,Megane,1.5 dCi Sportway,2005,324.543 km,Düz,Dizel,Sedan,Gri,1461 cc,86 hp,Önden Çekiş,İkinci El,"4,7 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,400.000 TL
27468524,26 Aralık 2024,Renault,Scenic,1.5 dCi Privilege,2012,231.250 km,Otomatik,Dizel,MPV,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,610.000 TL
27468438,26 Aralık 2024,Volkswagen,Passat,1.5 TSi Impression,2021,111.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,3 lt",66 lt,5 boyalı,Takasa Uygun,Galeriden,1.239.000 TL
27468317,26 Aralık 2024,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,201.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,1.035.000 TL
27467972,26 Aralık 2024,Renault,Clio,1.2 Authentique,2007,319.000 km,Düz,LPG & Benzin,Hatchback/5,Bej,1149 cc,75 hp,Önden Çekiş,İkinci El,"5,9 lt",55 lt,"1 değişen, 8 boyalı",Takasa Uygun,Galeriden,270.000 TL
27467446,26 Aralık 2024,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2018,127.000 km,Yarı Otomatik,Benzin,Sedan,Gri (metalik),1395 cc,125 hp,Önden Çekiş,İkinci El,5 lt,66 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,1.285.000 TL
27077378,26 Aralık 2024,Volkswagen,Passat,1.5 TSi Business,2020,99.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.485.000 TL
27467113,26 Aralık 2024,Peugeot,301,1.6 BlueHDI Active,2018,233.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,102 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,495.000 TL
27467097,26 Aralık 2024,Nissan,Micra,1.0 IG-T Tekna,2022,19.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,92 hp,Önden Çekiş,İkinci El,"4,6 lt",41 lt,Tamamı orjinal,Takasa Uygun,Galeriden,980.000 TL
27466900,26 Aralık 2024,Hyundai,i20,1.4 MPI Jump,2018,52.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,2 lt",50 lt,3 boyalı,Takasa Uygun Değil,Galeriden,838.000 TL
27466628,26 Aralık 2024,Volkswagen,VW CC,2.0 TDi 2.0 TDI,2013,240.000 km,Yarı Otomatik,Dizel,Coupe,Beyaz,1968 cc,177 hp,Önden Çekiş,İkinci El,"5,2 lt",70 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.080.000 TL
27370701,26 Aralık 2024,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2014,198.000 km,Düz,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,İkinci El,"4,5 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,612.500 TL
27370701,26 Aralık 2024,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2014,198.000 km,Düz,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,İkinci El,"4,5 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,612.500 TL
27466512,26 Aralık 2024,Renault,Megane,1.5 Blue DCI Joy,2021,81.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",49 lt,Belirtilmemiş,Takasa Uygun,Galeriden,990.000 TL
27466067,26 Aralık 2024,Peugeot,508,1.5 BlueHDI Allure,2020,73.000 km,Otomatik,Dizel,Sedan,Gri,1499 cc,130 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,1 değişen,Takasa Uygun Değil,Galeriden,1.385.000 TL
26246899,26 Aralık 2024,Fiat,Palio,1.2 Dynamic,2005,241.250 km,Düz,LPG & Benzin,Hatchback/5,Gri,1242 cc,81 hp,Önden Çekiş,İkinci El,"7,2 lt",51 lt,Belirtilmemiş,Takasa Uygun,Galeriden,320.000 TL
27331365,26 Aralık 2024,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2015,151.750 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,1.129.750 TL
27332501,26 Aralık 2024,Renault,Megane,1.5 dCi Icon,2017,152.250 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,998.000 TL
27332498,26 Aralık 2024,Tofaş,Şahin,1.6,1994,280.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,İkinci El,,52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,225.000 TL
27332994,26 Aralık 2024,Renault,Fluence,1.6 Privilege,2011,200.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"7,7 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,575.000 TL
27331032,26 Aralık 2024,Nissan,Micra,1.2 Mood,2009,155.000 km,Düz,Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,8 boyalı,Takasa Uygun,Galeriden,425.000 TL
27327623,26 Aralık 2024,Renault,R 19,1.4 Beymen Club,1997,394.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1397 cc,80 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,195.000 TL
27327617,26 Aralık 2024,Renault,Clio,1.5 dCi Authentique,2010,309.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,355.000 TL
27325306,26 Aralık 2024,Fiat,Linea,1.3 Multijet Easy,2015,235.000 km,Düz,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 7 boyalı",Takasa Uygun,Galeriden,449.000 TL
27196877,26 Aralık 2024,Volvo,S60,1.6 D Premium,2015,268.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,865.000 TL
27330156,26 Aralık 2024,Opel,Corsa,1.2 Swing,2000,305.000 km,Düz,Benzin,Hatchback/5,Gri,1199 cc,65 hp,Önden Çekiş,İkinci El,"6,5 lt",42 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,250.000 TL
27325994,26 Aralık 2024,Volkswagen,Golf,1.5 eTSI Style,2021,30.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,"4,5 lt",51 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.490.000 TL
27324031,26 Aralık 2024,Renault,Clio,0.9 TCe Joy,2020,42.000 km,Düz,Benzin,Hatchback/5,Füme,898 cc,90 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,657.500 TL
27444839,25 Aralık 2024,Opel,Astra,1.4 T Cosmo,2015,69.000 km,Düz,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,785.000 TL
27192468,25 Aralık 2024,Toyota,Corolla,1.4 D-4D Terra,2007,252.000 km,Düz,Dizel,Sedan,Füme,1364 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",55 lt,1 boyalı,Takasa Uygun,Galeriden,550.000 TL
27463912,25 Aralık 2024,Renault,Megane,1.6 GT-Line,2014,177.000 km,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,4 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,745.000 TL
27462791,25 Aralık 2024,Volkswagen,Jetta,1.6 TDi Comfortline,2013,226.000 km,Otomatik,Dizel,Sedan,Gri,1601 - 1800 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"2 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,675.000 TL
27462308,25 Aralık 2024,Opel,Astra,1.6 CD,2001,334.723 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,1598 cc,100 hp,Önden Çekiş,İkinci El,"7,4 lt",52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,335.000 TL
27461322,25 Aralık 2024,Fiat,Linea,1.3 Multijet Easy,2012,232.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,433.000 TL
27460178,25 Aralık 2024,Mercedes - Benz,200,D,1989,239.800 km,Düz,Dizel,Sedan,Gri,1997 cc,75 hp,Arkadan İtiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,295.000 TL
27460084,25 Aralık 2024,Fiat,Egea,1.3 Multijet Easy,2020,99.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,735.000 TL
27459671,25 Aralık 2024,Volkswagen,Polo,1.4 TDi Comfortline,2016,130.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,5 lt",45 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,685.000 TL
27454075,25 Aralık 2024,Hyundai,Accent Blue,1.6 CRDI Biz,2015,290.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,İkinci El,"4,6 lt",43 lt,"1 değişen, 6 boyalı",,Sahibinden,460.000 TL
27459561,25 Aralık 2024,Fiat,Linea,1.3 Multijet Active,2007,270.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,380.000 TL
27459397,25 Aralık 2024,Renault,Clio,1.0 TCe Joy,2022,56.300 km,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,100 hp,Önden Çekiş,İkinci El,5 lt,42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,854.900 TL
27459246,25 Aralık 2024,Toyota,Auris,1.6 Comfort Extra,2012,66.000 km,Otomatik,Benzin,Hatchback/5,Füme,1598 cc,124 hp,Önden Çekiş,İkinci El,"7,1 lt",55 lt,"2 değişen, 6 boyalı",Takasa Uygun Değil,Galeriden,725.000 TL
27459262,25 Aralık 2024,Hyundai,Accent Blue,1.6 CRDI Mode,2016,210.000 km,Düz,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,İkinci El,"4,5 lt",43 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,625.000 TL
27458689,25 Aralık 2024,Hyundai,Getz,1.5 CRDi VGT,2007,269.000 km,Düz,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,345.000 TL
26994965,25 Aralık 2024,Renault,Megane,1.6 RTE,2000,318.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,107 hp,Önden Çekiş,İkinci El,7 lt,60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,415.000 TL
27458357,25 Aralık 2024,Mercedes - Benz,C,C 180 BlueEFFICIENCY Selection Plus,2013,299.999 km,Otomatik,Benzin,Sedan,Gri,1595 cc,156 hp,Arkadan İtiş,İkinci El,"6,4 lt",59 lt,3 boyalı,Takasa Uygun,Galeriden,880.000 TL
27458540,25 Aralık 2024,Fiat,Egea,1.4 Fire Lounge,2016,138.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,2 boyalı,Takasa Uygun,Galeriden,655.000 TL
27458523,25 Aralık 2024,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,83.000 km,Otomatik,LPG & Benzin,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,1.089.000 TL
27458517,25 Aralık 2024,BMW,5 Serisi,520i 50th Year M Edition,2022,62.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,3.290.000 TL
27458512,25 Aralık 2024,Renault,Clio,1.5 dCi Touch,2018,183.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,755.000 TL
27458511,25 Aralık 2024,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,100.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.119.000 TL
26267211,25 Aralık 2024,Volkswagen,Golf,1.6 TDi Comfortline,2011,315.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,649.000 TL
27458211,25 Aralık 2024,Skoda,Fabia,1.4 Ambiente,2006,148.000 km,Düz,Benzin,Hatchback/5,Mavi (metalik),1390 cc,75 hp,Önden Çekiş,İkinci El,"6,6 lt",45 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,449.000 TL
27458084,25 Aralık 2024,Lancia,Delta,1.6 MJet,2011,274.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,7 lt",58 lt,6 boyalı,Takasa Uygun,Galeriden,520.000 TL
26247552,25 Aralık 2024,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2015,203.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,705.000 TL
27457455,25 Aralık 2024,Fiat,Egea,1.3 Multijet Easy Plus,2017,240.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,3 boyalı,Takasa Uygun Değil,Galeriden,509.000 TL
27457140,25 Aralık 2024,Toyota,Corolla,1.6 Advance,2018,125.000 km,Düz,LPG & Benzin,Sedan,Bej,1598 cc,132 hp,Önden Çekiş,İkinci El,"6,3 lt",55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.100.000 TL
27457236,25 Aralık 2024,Volkswagen,Polo,1.4 TDi Trendline,2016,110.000 km,Düz,Dizel,Hatchback/5,Beyaz,1422 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,700.000 TL
27457189,25 Aralık 2024,Honda,Civic,1.6 i-VTEC Eco Executive,2020,60.000 km,Otomatik,LPG & Benzin,Sedan,Mavi,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,3 lt",46 lt,1 boyalı,Takasa Uygun,Galeriden,1.385.000 TL
26840543,25 Aralık 2024,BMW,3 Serisi,320i M Sport,2022,35.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,2.730.000 TL
27450777,25 Aralık 2024,Renault,Clio,1.5 dCi Joy,2016,202.400 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,500.000 TL
